sno,cno,score
2301610248,C011,84
2301610248,C024,37
2301610248,C012,93
2301610248,C004,15
2301610248,C023,87
2301610248,C017,65
2301610248,C002,85
2301610248,C020,65
2301610248,C009,96
2301610248,C022,87
2301610248,C021,68
2301610249,C015,73
2301610249,C002,8
2301610249,C006,88
2301610249,C016,65
2301610249,C007,97
2301610249,C022,86
2301610249,C010,79
2301610249,C019,2
2301610249,C020,94
2301610249,C017,72
2301610249,C013,71
2301610249,C003,79
2301610249,C011,79
2301610249,C014,62
2301610250,C013,86
2301610250,C019,28
2301610250,C017,60
2301610250,C006,77
2301610250,C007,62
2301610250,C020,61
2301610250,C014,55
2301610250,C012,74
2301610250,C024,100
2301610250,C001,88
2301610250,C016,97
2301610250,C022,98
2301610250,C008,6
2301610251,C007,77
2301610251,C013,87
2301610251,C003,97
2301610251,C006,66
2301610251,C012,90
2301610251,C014,98
2301610251,C023,77
2301610251,C022,88
2301610251,C024,84
2301610251,C020,88
2301610251,C017,61
2301610252,C020,86
2301610252,C010,83
2301610252,C015,94
2301610252,C024,66
2301610252,C022,71
2301610252,C023,99
2301610252,C001,73
2301610252,C003,73
2301610252,C005,13
2301610252,C019,69
2301610252,C016,36
2301610253,C012,85
2301610253,C016,31
2301610253,C010,95
2301610253,C001,39
2301610253,C022,61
2301610253,C015,83
2301610253,C014,91
2301610253,C018,92
2301610253,C011,97
2301610253,C020,85
2301610254,C012,98
2301610254,C018,66
2301610254,C002,12
2301610254,C016,68
2301610254,C022,96
2301610254,C020,63
2301610254,C004,67
2301610254,C014,75
2301610254,C006,60
2301610254,C003,76
2301610254,C015,93
2301610254,C021,86
2301610254,C011,89
2301610254,C024,86
2301610254,C017,63
2301610255,C004,63
2301610255,C005,77
2301610255,C009,61
2301610255,C010,77
2301610255,C011,88
2301610255,C012,60
2301610255,C008,39
2301610255,C006,81
2301610255,C024,64
2301610255,C002,77
2301610255,C022,0
2301610255,C014,76
2301610255,C023,82
2301610256,C024,14
2301610256,C011,99
2301610256,C013,87
2301610256,C017,82
2301610256,C003,91
2301610256,C010,93
2301610256,C022,94
2301610256,C008,77
2301610256,C018,3
2301610256,C014,93
2301610256,C005,64
2301610256,C019,93
2301610256,C001,76
2301610257,C002,64
2301610257,C021,70
2301610257,C019,84
2301610257,C016,94
2301610257,C014,60
2301610257,C005,89
2301610257,C022,78
2301610257,C023,67
2301610257,C010,73
2301610257,C024,91
2301610257,C020,83
2301610258,C023,82
2301610258,C005,62
2301610258,C002,93
2301610258,C004,99
2301610258,C011,89
2301610258,C024,82
2301610258,C020,91
2301610258,C006,76
2301610258,C001,77
2301610258,C019,86
2301610258,C012,74
2301610258,C015,97
2301610258,C021,62
2301610258,C014,76
2301610259,C023,71
2301610259,C013,84
2301610259,C006,78
2301610259,C008,72
2301610259,C004,78
2301610259,C011,93
2301610259,C024,72
2301610259,C012,88
2301610259,C007,75
2301610259,C005,86
2301610259,C018,88
2301610260,C011,26
2301610260,C016,73
2301610260,C022,89
2301610260,C001,73
2301610260,C005,81
2301610260,C004,65
2301610260,C007,75
2301610260,C008,81
2301610260,C017,79
2301610260,C024,79
2301610260,C021,62
2301610260,C023,67
2301610260,C012,99
2301610261,C005,69
2301610261,C011,74
2301610261,C017,80
2301610261,C012,65
2301610261,C004,71
2301610261,C003,76
2301610261,C024,79
2301610261,C019,96
2301610261,C009,65
2301610261,C021,87
2301610261,C014,89
2301610261,C013,81
2301610262,C009,96
2301610262,C019,58
2301610262,C015,89
2301610262,C007,80
2301610262,C022,90
2301610262,C008,96
2301610262,C016,61
2301610262,C020,69
2301610262,C024,75
2301610262,C010,5
2301610262,C004,61
2301610263,C010,79
2301610263,C016,84
2301610263,C017,78
2301610263,C003,91
2301610263,C023,7
2301610263,C014,82
2301610263,C013,99
2301610263,C018,61
2301610263,C009,88
2301610263,C019,95
2301610263,C022,82
2301610263,C007,85
2301610264,C010,84
2301610264,C013,68
2301610264,C012,61
2301610264,C004,84
2301610264,C018,76
2301610264,C009,76
2301610264,C023,97
2301610264,C007,68
2301610264,C005,21
2301610264,C002,72
2301610264,C006,69
2301610265,C003,66
2301610265,C013,86
2301610265,C012,85
2301610265,C022,77
2301610265,C010,84
2301610265,C020,82
2301610265,C024,97
2301610265,C005,72
2301610265,C002,90
2301610265,C009,68
2301610265,C007,76
2301610265,C016,94
2301610266,C019,96
2301610266,C006,81
2301610266,C007,81
2301610266,C010,100
2301610266,C001,90
2301610266,C002,74
2301610266,C022,66
2301610266,C013,62
2301610266,C012,59
2301610266,C011,64
2301610266,C024,99
2301610266,C005,84
2301610266,C021,97
2301610266,C017,80
2301610266,C020,80
2301610267,C007,61
2301610267,C013,66
2301610267,C009,68
2301610267,C015,76
2301610267,C002,87
2301610267,C017,60
2301610267,C023,97
2301610267,C019,16
2301610267,C021,97
2301610267,C012,68
2301610267,C020,21
2301610267,C001,89
2301610268,C024,79
2301610268,C008,93
2301610268,C022,69
2301610268,C003,70
2301610268,C018,93
2301610268,C015,69
2301610268,C011,78
2301610268,C020,69
2301610268,C012,66
2301610268,C006,85
2301610269,C006,76
2301610269,C022,55
2301610269,C008,70
2301610269,C004,47
2301610269,C009,87
2301610269,C013,86
2301610269,C005,98
2301610269,C007,88
2301610269,C020,90
2301610269,C015,80
2301610269,C001,84
2301610269,C018,63
2301610269,C012,90
2301610269,C024,89
2301610269,C019,84
2301610270,C015,93
2301610270,C009,67
2301610270,C016,94
2301610270,C013,100
2301610270,C002,66
2301610270,C005,71
2301610270,C022,68
2301610270,C008,80
2301610270,C010,96
2301610270,C006,70
2301610270,C023,95
2301610270,C019,91
2301610270,C004,70
2301610270,C017,96
2301610270,C021,42
2301610271,C007,62
2301610271,C015,69
2301610271,C019,84
2301610271,C001,95
2301610271,C006,74
2301610271,C022,75
2301610271,C002,63
2301610271,C008,71
2301610271,C012,91
2301610271,C021,86
2301610271,C024,70
2301610271,C011,30
2301610271,C013,72
2301610271,C017,71
2301610272,C005,99
2301610272,C004,86
2301610272,C006,83
2301610272,C017,86
2301610272,C008,90
2301610272,C013,61
2301610272,C001,70
2301610272,C019,86
2301610272,C007,69
2301610272,C024,81
2301610273,C011,99
2301610273,C022,74
2301610273,C013,91
2301610273,C005,73
2301610273,C008,79
2301610273,C006,84
2301610273,C017,97
2301610273,C012,77
2301610273,C015,74
2301610273,C021,84
2301610273,C020,66
2301610273,C024,83
2301610273,C007,62
2301610273,C023,62
2301610274,C006,61
2301610274,C002,39
2301610274,C017,86
2301610274,C016,85
2301610274,C012,73
2301610274,C015,49
2301610274,C004,72
2301610274,C010,89
2301610274,C021,92
2301610274,C019,76
2301610274,C014,83
2301610274,C018,85
2301610275,C005,97
2301610275,C018,77
2301610275,C020,91
2301610275,C004,5
2301610275,C024,99
2301610275,C014,93
2301610275,C015,43
2301610275,C003,97
2301610275,C006,63
2301610275,C021,78
2301610275,C012,62
2301610275,C010,99
2301610275,C009,74
2301610276,C021,100
2301610276,C015,88
2301610276,C013,93
2301610276,C014,92
2301610276,C004,17
2301610276,C008,91
2301610276,C019,73
2301610276,C018,98
2301610276,C016,92
2301610276,C001,64
2301610276,C010,66
2301610276,C007,97
2301610277,C022,61
2301610277,C001,90
2301610277,C004,37
2301610277,C015,66
2301610277,C009,60
2301610277,C006,64
2301610277,C012,84
2301610277,C024,72
2301610277,C013,65
2301610277,C021,79
2301610277,C005,92
2301610278,C023,75
2301610278,C002,100
2301610278,C011,83
2301610278,C015,96
2301610278,C006,97
2301610278,C009,93
2301610278,C022,80
2301610278,C018,75
2301610278,C017,31
2301610278,C012,82
2301610279,C009,22
2301610279,C010,91
2301610279,C020,96
2301610279,C024,71
2301610279,C019,82
2301610279,C018,82
2301610279,C004,19
2301610279,C001,68
2301610279,C015,79
2301610279,C011,68
2301610279,C012,45
2301610279,C016,66
2301610280,C002,63
2301610280,C011,3
2301610280,C022,91
2301610280,C004,60
2301610280,C001,73
2301610280,C010,18
2301610280,C014,29
2301610280,C019,90
2301610280,C006,60
2301610280,C020,86
2301610280,C009,90
2301610280,C008,12
2301610280,C024,87
2301610280,C007,81
2301610281,C007,64
2301610281,C001,71
2301610281,C008,94
2301610281,C013,67
2301610281,C004,88
2301610281,C014,97
2301610281,C022,95
2301610281,C024,93
2301610281,C002,82
2301610281,C011,100
2301610282,C018,99
2301610282,C023,67
2301610282,C015,80
2301610282,C003,98
2301610282,C014,61
2301610282,C006,96
2301610282,C004,69
2301610282,C007,85
2301610282,C009,79
2301610282,C001,72
2301610282,C019,100
2301610282,C017,80
2301610283,C008,73
2301610283,C021,1
2301610283,C007,92
2301610283,C017,61
2301610283,C022,90
2301610283,C015,89
2301610283,C023,96
2301610283,C012,67
2301610283,C006,94
2301610283,C010,64
2301610283,C009,79
2301610283,C013,75
2301610283,C019,64
2301610283,C016,83
2301610284,C012,65
2301610284,C003,71
2301610284,C004,67
2301610284,C009,82
2301610284,C022,66
2301610284,C007,71
2301610284,C008,55
2301610284,C023,100
2301610284,C013,91
2301610284,C011,97
2301610285,C019,70
2301610285,C021,94
2301610285,C013,75
2301610285,C010,97
2301610285,C007,98
2301610285,C023,43
2301610285,C005,93
2301610285,C018,89
2301610285,C017,80
2301610285,C014,84
2301610285,C016,50
2301610285,C024,80
2301610285,C001,76
2301610285,C008,69
2301610286,C012,60
2301610286,C013,60
2301610286,C023,93
2301610286,C014,82
2301610286,C018,87
2301610286,C022,77
2301610286,C001,90
2301610286,C005,99
2301610286,C017,3
2301610286,C019,54
2301610286,C020,70
2301610286,C003,84
2301610287,C024,67
2301610287,C022,89
2301610287,C002,96
2301610287,C021,82
2301610287,C018,76
2301610287,C007,89
2301610287,C006,67
2301610287,C008,83
2301610287,C012,100
2301610287,C005,74
2301610287,C015,88
2301610287,C023,66
2301610287,C001,74
2301610287,C010,64
2301610288,C021,84
2301610288,C009,62
2301610288,C008,86
2301610288,C013,74
2301610288,C002,63
2301610288,C016,79
2301610288,C017,9
2301610288,C012,81
2301610288,C024,72
2301610288,C003,77
2301610288,C004,98
2301610288,C011,96
2301610288,C014,65
2301610288,C007,81
2301610288,C001,61
2301610289,C022,64
2301610289,C009,100
2301610289,C017,91
2301610289,C001,80
2301610289,C023,73
2301610289,C016,81
2301610289,C020,74
2301610289,C015,94
2301610289,C010,87
2301610289,C002,97
2301610289,C021,82
2301610289,C004,75
2301610289,C007,86
2301610290,C001,98
2301610290,C006,60
2301610290,C018,60
2301610290,C013,98
2301610290,C012,78
2301610290,C021,63
2301610290,C024,73
2301610290,C014,99
2301610290,C011,67
2301610290,C019,68
2301610290,C017,35
2301610290,C007,98
2301610290,C010,60
2301610291,C023,83
2301610291,C008,99
2301610291,C022,72
2301610291,C006,78
2301610291,C018,64
2301610291,C020,82
2301610291,C003,92
2301610291,C014,85
2301610291,C010,93
2301610291,C019,54
2301610291,C013,74
2301610291,C012,75
2301610291,C021,48
2301610291,C004,68
2301610291,C011,100
2301610292,C004,62
2301610292,C022,78
2301610292,C006,100
2301610292,C016,77
2301610292,C023,51
2301610292,C020,66
2301610292,C012,90
2301610292,C010,71
2301610292,C018,78
2301610292,C007,98
2301610292,C013,97
2301610292,C003,69
2301610292,C001,62
2301610293,C010,96
2301610293,C015,93
2301610293,C005,61
2301610293,C013,89
2301610293,C022,82
2301610293,C014,66
2301610293,C007,94
2301610293,C023,90
2301610293,C018,77
2301610293,C021,60
2301610293,C006,62
2301610293,C003,77
2301610293,C008,70
2301610293,C017,67
2301610293,C004,63
2301610294,C001,81
2301610294,C003,69
2301610294,C010,90
2301610294,C013,73
2301610294,C016,74
2301610294,C018,77
2301610294,C009,85
2301610294,C012,91
2301610294,C014,75
2301610294,C022,8
2301610294,C024,98
2301610294,C015,94
2301610294,C021,74
2301610294,C017,86
2301610294,C020,71
2301610295,C018,61
2301610295,C017,85
2301610295,C020,94
2301610295,C001,91
2301610295,C010,69
2301610295,C016,94
2301610295,C019,53
2301610295,C002,74
2301610295,C005,97
2301610295,C022,77
2301610295,C003,92
2301610296,C001,92
2301610296,C010,81
2301610296,C013,93
2301610296,C008,98
2301610296,C011,72
2301610296,C016,83
2301610296,C018,2
2301610296,C023,71
2301610296,C006,67
2301610296,C003,70
2301610296,C021,71
2301610296,C020,87
2301610297,C003,87
2301610297,C013,20
2301610297,C023,78
2301610297,C010,66
2301610297,C015,91
2301610297,C009,60
2301610297,C020,87
2301610297,C016,76
2301610297,C004,61
2301610297,C011,83
2301610298,C006,67
2301610298,C024,76
2301610298,C021,90
2301610298,C004,83
2301610298,C005,97
2301610298,C020,83
2301610298,C001,61
2301610298,C008,61
2301610298,C003,13
2301610298,C015,80
2301610298,C019,64
2301610298,C009,67
2301610298,C002,69
2301610298,C018,85
2301610298,C010,97
2301610299,C002,93
2301610299,C012,96
2301610299,C013,67
2301610299,C011,38
2301610299,C015,92
2301610299,C006,63
2301610299,C021,87
2301610299,C016,65
2301610299,C007,60
2301610299,C003,93
2301610299,C024,99
2301610299,C020,79
2301610300,C005,90
2301610300,C006,91
2301610300,C012,51
2301610300,C023,89
2301610300,C010,30
2301610300,C021,79
2301610300,C002,98
2301610300,C014,60
2301610300,C009,61
2301610300,C001,81
2301610300,C018,91
2301610300,C020,67
2301610300,C022,82
2301610300,C024,72
2301610301,C011,23
2301610301,C010,66
2301610301,C005,89
2301610301,C015,74
2301610301,C008,97
2301610301,C021,78
2301610301,C001,69
2301610301,C019,89
2301610301,C002,65
2301610301,C017,77
2301610302,C008,60
2301610302,C004,79
2301610302,C019,30
2301610302,C021,69
2301610302,C011,63
2301610302,C024,7
2301610302,C018,22
2301610302,C001,70
2301610302,C010,99
2301610302,C022,78
2301610303,C001,70
2301610303,C018,98
2301610303,C012,57
2301610303,C007,75
2301610303,C017,98
2301610303,C021,83
2301610303,C010,66
2301610303,C023,61
2301610303,C016,72
2301610303,C003,90
2301610303,C011,25
2301610304,C008,94
2301610304,C001,99
2301610304,C016,84
2301610304,C024,70
2301610304,C006,67
2301610304,C022,71
2301610304,C002,61
2301610304,C005,77
2301610304,C011,62
2301610304,C010,62
2301610304,C004,67
2301610304,C014,71
2301610304,C015,95
2301610305,C005,69
2301610305,C011,71
2301610305,C012,61
2301610305,C019,83
2301610305,C003,89
2301610305,C022,100
2301610305,C018,84
2301610305,C024,84
2301610305,C014,75
2301610305,C013,91
2301610305,C009,45
2301610305,C015,71
2301610305,C007,92
2301610305,C010,70
2301610306,C013,82
2301610306,C010,77
2301610306,C019,83
2301610306,C015,76
2301610306,C014,96
2301610306,C020,79
2301610306,C003,98
2301610306,C008,63
2301610306,C007,79
2301610306,C021,90
2301610306,C022,100
2301610306,C004,77
2301610306,C001,87
2301610306,C006,67
2301610307,C021,64
2301610307,C023,73
2301610307,C020,66
2301610307,C022,99
2301610307,C009,90
2301610307,C011,71
2301610307,C015,62
2301610307,C017,86
2301610307,C004,94
2301610307,C008,73
2301610307,C014,100
2301610308,C012,92
2301610308,C004,63
2301610308,C011,60
2301610308,C018,72
2301610308,C008,92
2301610308,C020,67
2301610308,C006,98
2301610308,C017,73
2301610308,C023,75
2301610308,C010,98
2301610308,C024,60
2301610309,C020,96
2301610309,C014,70
2301610309,C001,75
2301610309,C011,100
2301610309,C015,84
2301610309,C022,81
2301610309,C016,23
2301610309,C018,92
2301610309,C013,66
2301610309,C007,78
2301610309,C012,84
2301610309,C004,87
2301610309,C006,75
2301610309,C009,62
2301610310,C008,66
2301610310,C018,88
2301610310,C019,69
2301610310,C017,44
2301610310,C002,60
2301610310,C013,85
2301610310,C003,91
2301610310,C024,76
2301610310,C007,70
2301610310,C023,84
2301610310,C006,75
2301610310,C009,71
2301610311,C024,70
2301610311,C013,91
2301610311,C004,67
2301610311,C016,91
2301610311,C007,83
2301610311,C001,94
2301610311,C006,74
2301610311,C017,86
2301610311,C005,99
2301610311,C003,84
2301610312,C018,67
2301610312,C008,68
2301610312,C004,67
2301610312,C006,9
2301610312,C016,63
2301610312,C012,64
2301610312,C014,100
2301610312,C002,89
2301610312,C009,85
2301610312,C020,95
2301610312,C003,74
2301610312,C023,89
2301610313,C008,69
2301610313,C023,92
2301610313,C015,90
2301610313,C014,80
2301610313,C024,70
2301610313,C019,96
2301610313,C020,80
2301610313,C010,70
2301610313,C005,75
2301610313,C018,62
2301610313,C016,72
2301610314,C016,84
2301610314,C013,81
2301610314,C020,64
2301610314,C009,60
2301610314,C007,91
2301610314,C004,76
2301610314,C008,88
2301610314,C005,63
2301610314,C019,72
2301610314,C012,93
2301610314,C010,62
2301610314,C002,83
2301610315,C020,90
2301610315,C022,77
2301610315,C008,95
2301610315,C001,64
2301610315,C012,17
2301610315,C017,60
2301610315,C004,69
2301610315,C014,80
2301610315,C011,71
2301610315,C006,63
2301610315,C013,78
2301610316,C021,95
2301610316,C006,0
2301610316,C020,89
2301610316,C008,88
2301610316,C017,81
2301610316,C013,77
2301610316,C004,76
2301610316,C015,74
2301610316,C019,80
2301610316,C022,96
2301610316,C018,99
2301610316,C024,80
2301610316,C009,80
2301610316,C023,92
2301610316,C003,89
2301610317,C015,63
2301610317,C023,61
2301610317,C006,19
2301610317,C007,71
2301610317,C001,39
2301610317,C020,93
2301610317,C016,3
2301610317,C021,60
2301610317,C011,89
2301610317,C008,98
2301610317,C019,93
2301610317,C002,62
2301610317,C003,96
2301610317,C009,65
2301610317,C024,60
2301610318,C012,63
2301610318,C023,61
2301610318,C005,98
2301610318,C008,66
2301610318,C016,82
2301610318,C022,97
2301610318,C018,71
2301610318,C007,13
2301610318,C003,77
2301610318,C015,91
2301610318,C013,93
2301610319,C019,95
2301610319,C021,85
2301610319,C022,72
2301610319,C001,94
2301610319,C016,72
2301610319,C006,80
2301610319,C011,71
2301610319,C007,99
2301610319,C024,65
2301610319,C012,82
2301610319,C020,66
2301610319,C023,89
2301610319,C015,98
2301610319,C018,86
2301610320,C020,96
2301610320,C023,90
2301610320,C021,89
2301610320,C007,97
2301610320,C006,74
2301610320,C008,89
2301610320,C016,90
2301610320,C005,68
2301610320,C024,91
2301610320,C010,99
2301610320,C001,81
2301610320,C003,62
2301610321,C016,90
2301610321,C005,83
2301610321,C006,96
2301610321,C023,60
2301610321,C002,85
2301610321,C015,65
2301610321,C022,92
2301610321,C004,96
2301610321,C017,73
2301610321,C009,80
2301610321,C008,60
2301610321,C007,95
2301610321,C001,75
2301610321,C003,82
2301610321,C024,93
2301610322,C021,87
2301610322,C008,66
2301610322,C001,79
2301610322,C016,80
2301610322,C020,75
2301610322,C014,79
2301610322,C022,69
2301610322,C007,89
2301610322,C023,42
2301610322,C009,94
2301610323,C011,81
2301610323,C005,89
2301610323,C017,76
2301610323,C002,82
2301610323,C010,94
2301610323,C019,72
2301610323,C021,68
2301610323,C008,76
2301610323,C006,60
2301610323,C015,87
2301610323,C004,95
2301610323,C007,84
2301610323,C009,95
2301610323,C018,94
2301610323,C001,66
2301610324,C003,95
2301610324,C006,85
2301610324,C007,96
2301610324,C008,91
2301610324,C012,85
2301610324,C004,96
2301610324,C017,77
2301610324,C019,90
2301610324,C015,64
2301610324,C002,74
2301610324,C021,59
2301610324,C014,67
2301610325,C006,98
2301610325,C021,62
2301610325,C022,88
2301610325,C007,95
2301610325,C017,90
2301610325,C002,77
2301610325,C009,96
2301610325,C019,97
2301610325,C008,69
2301610325,C020,62
2301610325,C014,87
2301610326,C022,86
2301610326,C009,97
2301610326,C008,65
2301610326,C011,86
2301610326,C003,72
2301610326,C010,97
2301610326,C004,85
2301610326,C018,97
2301610326,C001,77
2301610326,C013,87
2301610327,C004,61
2301610327,C014,68
2301610327,C021,90
2301610327,C006,92
2301610327,C019,76
2301610327,C012,61
2301610327,C002,91
2301610327,C008,66
2301610327,C020,86
2301610327,C023,86
2301610327,C007,79
2301610327,C024,69
2301610328,C015,65
2301610328,C010,80
2301610328,C018,84
2301610328,C002,88
2301610328,C004,79
2301610328,C008,91
2301610328,C016,83
2301610328,C019,81
2301610328,C005,92
2301610328,C021,88
2301610329,C007,97
2301610329,C012,68
2301610329,C013,85
2301610329,C016,65
2301610329,C006,29
2301610329,C018,100
2301610329,C004,69
2301610329,C014,96
2301610329,C003,66
2301610329,C020,78
2301610329,C010,61
2301610329,C022,70
2301610329,C019,8
2301610329,C023,85
2301610330,C001,25
2301610330,C011,69
2301610330,C013,60
2301610330,C014,76
2301610330,C021,76
2301610330,C009,89
2301610330,C008,98
2301610330,C019,94
2301610330,C004,97
2301610330,C020,72
2301610330,C023,71
2301610330,C012,49
2301610330,C016,74
2301610331,C008,60
2301610331,C018,95
2301610331,C020,42
2301610331,C013,84
2301610331,C015,96
2301610331,C014,61
2301610331,C012,68
2301610331,C016,80
2301610331,C005,64
2301610331,C007,87
2301610331,C006,40
2301610331,C001,20
2301610331,C011,65
2301610331,C019,61
2301610332,C013,81
2301610332,C024,63
2301610332,C021,95
2301610332,C003,73
2301610332,C002,76
2301610332,C020,8
2301610332,C004,93
2301610332,C018,44
2301610332,C001,65
2301610332,C008,66
2301610332,C014,84
2301610332,C015,97
2301610332,C023,62
2301610332,C007,74
2301610332,C017,83
2301610333,C020,90
2301610333,C012,73
2301610333,C019,94
2301610333,C016,72
2301610333,C023,31
2301610333,C002,93
2301610333,C003,76
2301610333,C005,82
2301610333,C017,62
2301610333,C008,84
2301610333,C001,62
2301610333,C015,83
2301610334,C005,75
2301610334,C011,93
2301610334,C017,100
2301610334,C024,64
2301610334,C001,89
2301610334,C008,81
2301610334,C021,81
2301610334,C022,65
2301610334,C003,41
2301610334,C012,68
2301610334,C020,94
2301610334,C006,85
2301610335,C012,82
2301610335,C014,82
2301610335,C003,100
2301610335,C021,87
2301610335,C010,76
2301610335,C015,81
2301610335,C013,75
2301610335,C016,66
2301610335,C002,90
2301610335,C017,89
2301610335,C005,71
2301610336,C014,97
2301610336,C023,61
2301610336,C013,91
2301610336,C005,82
2301610336,C004,81
2301610336,C021,83
2301610336,C020,78
2301610336,C009,65
2301610336,C017,65
2301610336,C006,65
2301610336,C008,75
2301610336,C016,79
2301610337,C024,91
2301610337,C023,72
2301610337,C006,69
2301610337,C005,72
2301610337,C011,91
2301610337,C007,81
2301610337,C018,100
2301610337,C003,76
2301610337,C008,70
2301610337,C012,60
2301610338,C006,94
2301610338,C012,63
2301610338,C009,78
2301610338,C011,75
2301610338,C002,97
2301610338,C013,67
2301610338,C004,86
2301610338,C007,66
2301610338,C003,66
2301610338,C015,88
2301610338,C017,69
2301610338,C020,87
2301610338,C023,19
2301610338,C022,82
2301610338,C021,70
2301610339,C010,78
2301610339,C015,100
2301610339,C017,72
2301610339,C013,86
2301610339,C007,90
2301610339,C019,81
2301610339,C016,83
2301610339,C020,85
2301610339,C012,36
2301610339,C001,64
2301610340,C006,60
2301610340,C009,61
2301610340,C020,98
2301610340,C002,66
2301610340,C018,76
2301610340,C019,46
2301610340,C004,93
2301610340,C021,68
2301610340,C016,64
2301610340,C005,60
2301610340,C023,85
2301610340,C015,90
2301610340,C017,84
2301610340,C010,80
2301610341,C018,96
2301610341,C003,76
2301610341,C013,60
2301610341,C008,96
2301610341,C021,77
2301610341,C004,71
2301610341,C001,77
2301610341,C009,83
2301610341,C023,80
2301610341,C017,77
2301610341,C005,89
2301610341,C012,81
2301610341,C022,89
2301610341,C019,75
2301610341,C015,66
2301610342,C010,98
2301610342,C019,80
2301610342,C012,71
2301610342,C020,90
2301610342,C002,90
2301610342,C001,98
2301610342,C007,76
2301610342,C008,84
2301610342,C021,63
2301610342,C004,76
2301619999,C019,100
2301619999,C009,93
2301619999,C011,84
2301619999,C018,71
2301619999,C016,97
2301619999,C024,84
2301619999,C012,61
2301619999,C014,88
2301619999,C003,82
2301619999,C015,34
2301619999,C002,94
2301619999,C008,90
2301620001,C001,62
2301620001,C014,98
2301620001,C005,71
2301620001,C021,60
2301620001,C023,98
2301620001,C022,78
2301620001,C024,93
2301620001,C016,84
2301620001,C017,91
2301620001,C011,71
2301620001,C015,62
2301620001,C008,60
2301620002,C004,88
2301620002,C001,81
2301620002,C007,63
2301620002,C009,40
2301620002,C024,96
2301620002,C002,71
2301620002,C021,94
2301620002,C023,62
2301620002,C018,65
2301620002,C020,56
2301620002,C015,92
2301620002,C012,62
2301620003,C016,86
2301620003,C012,79
2301620003,C008,67
2301620003,C002,82
2301620003,C019,87
2301620003,C010,72
2301620003,C020,61
2301620003,C001,72
2301620003,C017,66
2301620003,C021,95
2301620003,C015,83
2301620003,C004,74
2301620004,C002,96
2301620004,C003,90
2301620004,C004,60
2301620004,C011,1
2301620004,C018,66
2301620004,C023,72
2301620004,C016,78
2301620004,C024,97
2301620004,C007,81
2301620004,C022,63
2301620004,C019,89
2301620004,C021,88
2301620004,C001,96
2301620004,C015,87
2301620004,C020,81
2301620005,C022,2
2301620005,C013,88
2301620005,C006,82
2301620005,C024,83
2301620005,C004,98
2301620005,C014,100
2301620005,C016,94
2301620005,C003,94
2301620005,C001,88
2301620005,C018,98
2301620006,C005,86
2301620006,C016,77
2301620006,C012,82
2301620006,C015,91
2301620006,C002,97
2301620006,C003,72
2301620006,C001,90
2301620006,C018,69
2301620006,C021,71
2301620006,C011,67
2301620006,C023,86
2301620007,C006,93
2301620007,C021,55
2301620007,C002,95
2301620007,C013,94
2301620007,C014,61
2301620007,C001,67
2301620007,C012,100
2301620007,C010,94
2301620007,C004,100
2301620007,C022,61
2301620007,C003,97
2301620007,C011,86
2301620007,C023,73
2301620007,C024,75
2301620008,C002,93
2301620008,C008,63
2301620008,C015,91
2301620008,C004,96
2301620008,C009,70
2301620008,C019,81
2301620008,C001,93
2301620008,C010,95
2301620008,C006,81
2301620008,C013,70
2301620008,C014,93
2301620008,C007,93
2301620008,C016,81
2301620009,C004,60
2301620009,C014,79
2301620009,C017,89
2301620009,C006,60
2301620009,C023,81
2301620009,C002,61
2301620009,C012,71
2301620009,C007,65
2301620009,C020,78
2301620009,C016,88
2301620009,C008,94
2301620010,C019,73
2301620010,C002,60
2301620010,C020,91
2301620010,C015,86
2301620010,C022,73
2301620010,C001,89
2301620010,C016,76
2301620010,C005,67
2301620010,C004,65
2301620010,C011,77
2301620010,C021,78
2301620010,C009,35
2301620010,C007,75
2301620011,C005,68
2301620011,C009,80
2301620011,C021,93
2301620011,C012,100
2301620011,C016,70
2301620011,C020,95
2301620011,C003,65
2301620011,C014,71
2301620011,C024,87
2301620011,C001,65
2301620011,C017,16
2301620011,C015,98
2301620011,C007,67
2301620011,C008,73
2301620012,C023,63
2301620012,C012,65
2301620012,C018,72
2301620012,C019,71
2301620012,C008,64
2301620012,C011,69
2301620012,C021,93
2301620012,C005,84
2301620012,C002,66
2301620012,C016,62
2301620012,C007,97
2301620012,C010,92
2301620013,C018,99
2301620013,C012,75
2301620013,C005,32
2301620013,C008,91
2301620013,C006,89
2301620013,C016,93
2301620013,C017,69
2301620013,C002,82
2301620013,C019,76
2301620013,C003,67
2301620013,C013,60
2301620013,C022,70
2301620013,C009,78
2301620014,C011,95
2301620014,C019,70
2301620014,C023,73
2301620014,C004,74
2301620014,C008,69
2301620014,C024,15
2301620014,C020,72
2301620014,C016,87
2301620014,C005,74
2301620014,C014,88
2301620014,C002,67
2301620014,C021,65
2301620014,C022,83
2301620014,C018,78
2301620015,C014,79
2301620015,C009,70
2301620015,C024,70
2301620015,C004,78
2301620015,C022,95
2301620015,C013,63
2301620015,C018,83
2301620015,C021,95
2301620015,C008,56
2301620015,C010,70
2301620015,C007,91
2301620015,C003,73
2301620015,C005,90
2301620015,C001,74
2301620016,C017,61
2301620016,C008,93
2301620016,C020,62
2301620016,C018,73
2301620016,C002,70
2301620016,C004,97
2301620016,C012,70
2301620016,C023,93
2301620016,C014,74
2301620016,C022,88
2301620016,C003,78
2301620016,C011,100
2301620016,C013,100
2301620016,C005,82
2301620017,C004,85
2301620017,C022,63
